Pressure,H2O_liq,CO2_liq
2000,0.0,0.07473675060194723
2000,0.12217270982192534,0.075702865957413
2000,0.24434541964385068,0.07652265151596863
2000,0.366518129465776,0.07719882347239722
2000,0.48869083928770135,0.07773409802148187
2000,0.6108635491096267,0.07813119135800571
2000,0.733036258931552,0.07839281967675185
2000,0.8552089687534774,0.07852169917250339
2000,0.9773816785754027,0.07852054604004345
2000,1.099554388397328,0.07839207647415515
2000,1.2217270982192534,0.07813900666962159
2000,1.3438998080411788,0.07776405282122588
2000,1.466072517863104,0.07726993112375115
2000,1.5882452276850294,0.07665935777198048
2000,1.7104179375069548,0.07593504896069701
2000,1.83259064732888,0.07509972088468385
2000,1.9547633571508054,0.07415608973872409
2000,2.076936066972731,0.07310687171760087
2000,2.199108776794656,0.07195478301609728
2000,2.3212814866165816,0.07070253982899644
2000,2.443454196438507,0.06935285835108146
2000,2.565626906260432,0.06790845477713546
2000,2.6877996160823576,0.06637204530194153
2000,2.809972325904283,0.06474634612028282
2000,2.932145035726208,0.06303407342694241
2000,3.0543177455481336,0.06123794341670341
2000,3.176490455370059,0.05936067228434895
2000,3.298663165191984,0.05740497622466213
2000,3.4208358750139096,0.05537357143242608
2000,3.543008584835835,0.05326917410242389
2000,3.66518129465776,0.05109450042943868
2000,3.7873540044796856,0.04885226660825355
2000,3.909526714301611,0.04654518883365164
2000,4.031699424123536,0.04417598330041604
2000,4.153872133945462,0.041747366203329854
2000,4.276044843767387,0.03926205373717622
2000,4.398217553589312,0.03672276209673824
2000,4.520390263411238,0.034132207476799015
2000,4.642562973233163,0.03149310607214167
2000,4.764735683055088,0.028808174077549306
2000,4.886908392877014,0.026080127687805058
2000,5.009081102698939,0.023311683097691986
2000,5.131253812520864,0.020505556501993268
2000,5.25342652234279,0.017664464095491966
2000,5.375599232164715,0.01479112207297123
2000,5.49777194198664,0.01188824662921413
2000,5.619944651808566,0.008958553959003787
2000,5.742117361630491,0.006004760257123362
2000,5.864290071452416,0.003029581718355892
2000,5.986462781274342,3.5734537484552464e-05
4000,0.0,0.14967422578462644
4000,0.19231510173501173,0.15258244671445265
4000,0.38463020347002347,0.1552004936173826
4000,0.5769453052050352,0.15753103642038735
4000,0.7692604069400469,0.15957674505043795
4000,0.9615755086750587,0.1613402894345055
4000,1.1538906104100703,0.1628243394995611
4000,1.3462057121450821,0.16403156517257578
4000,1.5385208138800939,0.16496463638052067
4000,1.7308359156151056,0.16562622305036678
4000,1.9231510173501174,0.16601899510908522
4000,2.115466119085129,0.1661456224836471
4000,2.3077812208201407,0.1660087751010234
4000,2.5000963225551525,0.1656111228881853
4000,2.6924114242901642,0.1649553357721038
4000,2.884726526025176,0.16404408367975004
4000,3.0770416277601877,0.16288003653809505
4000,3.2693567294951995,0.16146586427410992
4000,3.4616718312302113,0.15980423681476572
4000,3.653986932965223,0.15789782408703354
4000,3.846302034700235,0.15574929601788443
4000,4.038617136435247,0.1533613225342895
4000,4.230932238170258,0.1507365735632198
4000,4.42324733990527,0.1478777190316464
4000,4.615562441640281,0.14478742886654042
4000,4.807877543375294,0.14146837299487286
4000,5.000192645110305,0.13792322134361487
4000,5.192507746845317,0.1341546438397375
4000,5.3848228485803284,0.13016531041021182
4000,5.577137950315341,0.12595789098200888
4000,5.769453052050352,0.12153505548209982
4000,5.961768153785364,0.11689947383745566
4000,6.1540832555203755,0.11205381597504752
4000,6.346398357255387,0.10700075182184643
4000,6.538713458990399,0.10174295130482346
4000,6.73102856072541,0.09628308435094977
4000,6.9233436624604225,0.09062382088719634
4000,7.115658764195434,0.0847678308405343
4000,7.307973865930446,0.07871778413793469
4000,7.500288967665457,0.07247635070636863
4000,7.69260406940047,0.06604620047280714
4000,7.884919171135481,0.05943000336422137
4000,8.077234272870493,0.0526304293075823
4000,8.269549374605505,0.04565014822986109
4000,8.461864476340516,0.038491830058028836
4000,8.654179578075528,0.031158144719056452
4000,8.84649467981054,0.02365176213991521
4000,9.038809781545552,0.01597535224757604
4000,9.231124883280563,0.00813158496901012
4000,9.423439985015575,0.00012313023118851185
6000,0.0,0.22990042920873197
6000,0.26042746557055957,0.2361901862284949
6000,0.5208549311411191,0.24203248112164472
6000,0.7812823967116787,0.24742667919396222
6000,1.0417098622822383,0.2523721457512282
6000,1.302137327852798,0.2568682460992234
6000,1.5625647934233573,0.26091434554372855
6000,1.822992258993917,0.2645098093905246
6000,2.0834197245644765,0.26765400294539227
6000,2.343847190135036,0.27034629151411227
6000,2.604274655705596,0.2725860404024655
6000,2.864702121276155,0.27437261491623266
6000,3.1251295868467146,0.2757053803611946
6000,3.3855570524172744,0.27658370204313204
6000,3.645984517987834,0.27700694526782577
6000,3.9064119835583937,0.2769744753410567
6000,4.166839449128953,0.27648565756860544
6000,4.427266914699513,0.27553985725625285
6000,4.687694380270072,0.27413643970977974
6000,4.948121845840632,0.27227477023496693
6000,5.208549311411192,0.2699542141375951
6000,5.4689767769817506,0.26717413672344514
6000,5.72940424255231,0.26393390329829775
6000,5.98983170812287,0.2602328791679338
6000,6.250259173693429,0.256070429638134
6000,6.510686639263989,0.25144592001467914
6000,6.771114104834549,0.24635871560335007
6000,7.031541570405109,0.24080818170992754
6000,7.291969035975668,0.23479368364019235
6000,7.5523965015462275,0.2283145866999252
6000,7.812823967116787,0.221370256194907
6000,8.073251432687346,0.2139600574309185
6000,8.333678898257906,0.20608335571374045
6000,8.594106363828466,0.19773951634915365
6000,8.854533829399026,0.1889279046429389
6000,9.114961294969586,0.179647885900877
6000,9.375388760540144,0.16989882542874876
6000,9.635816226110704,0.15968008853233484
6000,9.896243691681263,0.1489910405174161
6000,10.156671157251823,0.13783104668977342
6000,10.417098622822383,0.12619947235518741
6000,10.677526088392943,0.11409568281943895
6000,10.937953553963501,0.10151904338830892
6000,11.198381019534061,0.08846891936757792
6000,11.45880848510462,0.07494467606302682
6000,11.71923595067518,0.06094567878043641
6000,11.97966341624574,0.04647129282558757
6000,12.2400908818163,0.03152088350426091
6000,12.500518347386858,0.016093816122237425
6000,12.760945812957418,0.00018945598529765406
8000,0.0,0.32168844609506
8000,0.33038604656291387,0.33350467556363644
8000,0.6607720931258277,0.34472910713760047
8000,0.9911581396887417,0.35535064324915566
8000,1.3215441862516555,0.3653581863305053
8000,1.6519302328145693,0.37474063881385306
8000,1.9823162793774833,0.3834869031314023
8000,2.312702325940397,0.3915858817153565
8000,2.643088372503311,0.3990264769979192
8000,2.973474419066225,0.40579759141129385
8000,3.3038604656291386,0.41188812738768393
8000,3.6342465121920524,0.41728698735929287
8000,3.9646325587549667,0.4219830737583242
8000,4.29501860531788,0.4259652890169814
8000,4.625404651880794,0.4292225355674679
8000,4.955790698443708,0.43174371584198723
8000,5.286176745006622,0.4335177322727428
8000,5.616562791569536,0.4345334872919382
8000,5.94694883813245,0.43477988333177686
8000,6.277334884695364,0.4342458228244621
8000,6.607720931258277,0.4329202082021977
8000,6.9381069778211915,0.43079194189718684
8000,7.268493024384105,0.4278499263416332
8000,7.598879070947019,0.42408306396774015
8000,7.929265117509933,0.4194802572077112
8000,8.259651164072848,0.41403040849374984
8000,8.59003721063576,0.4077224202580596
8000,8.920423257198674,0.4005451949328438
8000,9.250809303761589,0.3924876349503061
8000,9.581195350324503,0.3835386427426498
8000,9.911581396887415,0.37368712074207855
8000,10.24196744345033,0.36292197138079574
8000,10.572353490013244,0.35123209709100484
8000,10.902739536576158,0.33860640030490924
8000,11.233125583139072,0.3250337834547126
8000,11.563511629701985,0.3105031489726184
8000,11.8938976762649,0.2950033992908299
8000,12.224283722827813,0.2785234368415507
8000,12.554669769390728,0.2610521640569843
8000,12.88505581595364,0.2425784833693343
8000,13.215441862516554,0.2230912972108039
8000,13.545827909079469,0.2025795080135967
8000,13.876213955642383,0.18103201820991627
8000,14.206600002205297,0.15843773023196592
8000,14.53698604876821,0.1347855465119495
8000,14.867372095331124,0.11006436948206988
8000,15.197758141894038,0.08426310157453101
8000,15.528144188456952,0.057370645221536065
8000,15.858530235019867,0.029375902855288905
8000,16.18891628158278,0.00026777690799251186
9000,0.0,0.37514567703941926
9000,0.3662426686561875,0.3908537350267307
9000,0.732485337312375,0.40593532848689906
9000,1.0987280059685625,0.42036832415652586
9000,1.46497067462475,0.43413058877221267
9000,1.8312133432809374,0.4471999890705609
9000,2.197456011937125,0.45955439178817226
9000,2.5636986805933124,0.4711716636616481
9000,2.9299413492495,0.48202967142759
9000,3.2961840179056874,0.4921062818225996
9000,3.662426686561875,0.5013793615832782
9000,4.028669355218062,0.5098267774462276
9000,4.39491202387425,0.5174263961480492
9000,4.761154692530438,0.5241560844253444
9000,5.127397361186625,0.529993709014715
9000,5.493640029842812,0.5349171366527623
9000,5.859882698499,0.5389042340760879
9000,6.226125367155188,0.5419328680212934
9000,6.592368035811375,0.5439809052249802
9000,6.958610704467562,0.5450262124237498
9000,7.32485337312375,0.545046656354204
9000,7.691096041779938,0.5440201037529441
9000,8.057338710436124,0.5419244213565716
9000,8.423581379092312,0.5387374759016882
9000,8.7898240477485,0.5344371341248952
9000,9.156066716404688,0.5290012627627945
9000,9.522309385060876,0.5224077285519871
9000,9.888552053717062,0.5146343982290751
9000,10.25479472237325,0.5056591385306595
9000,10.621037391029438,0.49545981619334223
9000,10.987280059685624,0.48401429795372464
9000,11.353522728341812,0.4713004505484082
9000,11.719765396998,0.4572961407139946
9000,12.086008065654188,0.4419792351870853
9000,12.452250734310375,0.42532760070428177
9000,12.818493402966562,0.40731910400218563
9000,13.18473607162275,0.3879316118173983
9000,13.550978740278937,0.3671429908865214
9000,13.917221408935124,0.34493110794615656
9000,14.283464077591312,0.32127382973290497
9000,14.6497067462475,0.29614902298336837
9000,15.015949414903687,0.2695345544341483
9000,15.382192083559875,0.24140829082184637
9000,15.748434752216061,0.21174809888306395
9000,16.114677420872248,0.18053184535440292
9000,16.480920089528436,0.1477373969724641
9000,16.847162758184623,0.11334262047384963
9000,17.21340542684081,0.07732538259516064
9000,17.579648095497,0.03966355007299893
9000,17.945890764153187,0.0003349896439660549
